timestamp,accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,temp,emg,
 38717,0.1953125,-0.153564453125,-0.9814453125,-5.762195110321045,0.5182926654815674,1.1585365533828735,-68.55000305175781,46.5,78.1500015258789,39.88159942626953,0,
 38727,0.203369140625,-0.155029296875,-0.9697265625,-5.213414669036865,-0.3658536672592163,0.8841463327407837,-68.55000305175781,46.5,78.1500015258789,39.977447509765625,0,
 38737,0.189697265625,-0.156494140625,-0.983154296875,-4.481707572937012,-2.0426828861236572,1.3414634466171265,-68.25,47.849998474121094,80.55000305175781,40.264984130859375,0,
 38747,0.18017578125,-0.153564453125,-1.005859375,-3.5365853309631348,-1.0365853309631348,1.0060975551605225,-68.25,47.849998474121094,80.55000305175781,40.21706008911133,0,
 38758,0.17822265625,-0.15380859375,-0.992919921875,-3.2317073345184326,-0.3048780560493469,0.3353658616542816,-70.6500015258789,49.79999923706055,78.75,40.025367736816406,0,
 38768,0.18310546875,-0.15966796875,-0.992919921875,-2.7439024448394775,0.030487805604934692,0.5792682766914368,-70.6500015258789,49.79999923706055,78.75,40.07329177856445,0,
 38778,0.184814453125,-0.171142578125,-0.986328125,-3.1402440071105957,-0.12195122241973877,0.3353658616542816,-69.0,47.849998474121094,79.80000305175781,39.88159942626953,0,
 38788,0.193115234375,-0.175048828125,-0.988525390625,-3.5060975551605225,-1.097561001777649,0.7012194991111755,-69.0,47.849998474121094,79.80000305175781,40.07329177856445,0,
 38828,0.178955078125,-0.1669921875,-1.005615234375,-4.756097793579102,-0.21341463923454285,0.27439025044441223,-71.4000015258789,48.29999923706055,79.80000305175781,39.689910888671875,0,
 38838,0.190185546875,-0.15673828125,-0.9912109375,-4.390244007110596,-0.12195122241973877,0.24390244483947754,-68.69999694824219,48.599998474121094,79.80000305175781,40.07329177856445,0,
 38848,0.194091796875,-0.155029296875,-0.9892578125,-3.9939024448394775,-0.030487805604934692,0.030487805604934692,-70.6500015258789,47.849998474121094,79.05000305175781,40.21706008911133,0,
 38858,0.184814453125,-0.159423828125,-0.99169921875,-3.262195110321045,0.21341463923454285,0.24390244483947754,-71.69999694824219,47.849998474121094,79.5,40.3608283996582,0,
 38868,0.18798828125,-0.14892578125,-0.99755859375,-2.7439024448394775,0.396341472864151,0.09146341681480408,-69.30000305175781,48.900001525878906,79.94999694824219,40.07329177856445,0,
 38878,0.1904296875,-0.152587890625,-0.996826171875,-2.012195110321045,0.6707317233085632,-0.24390244483947754,-68.55000305175781,48.0,80.4000015258789,39.88159942626953,0,
 38888,0.1884765625,-0.1572265625,-1.001220703125,-1.737804889678955,0.7317073345184326,0.0,-69.44999694824219,47.400001525878906,78.30000305175781,40.07329177856445,0,
 38898,0.18896484375,-0.15673828125,-0.986083984375,-1.5548781156539917,0.8841463327407837,-0.5487805008888245,-69.5999984741211,48.0,78.44999694824219,40.16913604736328,0,
 38908,0.197509765625,-0.1591796875,-0.98095703125,-1.6768293380737305,0.9146341681480408,-0.09146341681480408,-70.3499984741211,48.0,79.19999694824219,40.07329177856445,0,
 38918,0.194580078125,-0.1630859375,-0.98974609375,-1.737804889678955,0.4878048896789551,-0.21341463923454285,-70.3499984741211,48.0,79.19999694824219,40.3608283996582,0,
 38928,0.187744140625,-0.168701171875,-0.98681640625,-1.5548781156539917,-0.060975611209869385,0.0,-71.0999984741211,48.0,79.94999694824219,39.88159942626953,0,
 38938,0.18310546875,-0.161376953125,-0.993896484375,-1.4939024448394775,0.3048780560493469,0.3353658616542816,-71.0999984741211,48.0,79.94999694824219,40.07329177856445,0,
 38958,0.191162109375,-0.162353515625,-0.986572265625,-1.1890244483947754,0.4573170840740204,0.15243902802467346,-70.3499984741211,48.900001525878906,79.94999694824219,40.025367736816406,0,
 38968,0.19189453125,-0.16162109375,-0.9814453125,-1.5243902206420898,0.12195122241973877,0.12195122241973877,-70.05000305175781,48.900001525878906,80.69999694824219,40.07329177856445,0,
 38978,0.196044921875,-0.16015625,-0.99365234375,-1.6158536672592163,-0.4573170840740204,0.6097561120986938,-70.05000305175781,48.900001525878906,80.69999694824219,39.977447509765625,0,
 38988,0.1943359375,-0.163330078125,-0.99609375,-1.5548781156539917,-0.7317073345184326,0.8536585569381714,-68.55000305175781,48.45000076293945,80.69999694824219,40.16913604736328,0,
 38998,0.1865234375,-0.15283203125,-0.9873046875,-1.4939024448394775,-0.9146341681480408,0.7317073345184326,-71.0999984741211,47.70000076293945,78.9000015258789,40.16913604736328,0,
 39138,0.193359375,-0.159423828125,-0.989501953125,-1.5243902206420898,-0.7317073345184326,0.6707317233085632,-68.69999694824219,47.849998474121094,79.05000305175781,40.21706008911133,0,
 39148,0.191162109375,-0.15283203125,-0.993408203125,-1.5243902206420898,-0.7012194991111755,0.5792682766914368,-69.44999694824219,48.29999923706055,79.80000305175781,40.07329177856445,0,
 39158,0.18798828125,-0.1640625,-0.994140625,-1.3414634466171265,-0.7621951103210449,0.4878048896789551,-69.44999694824219,48.29999923706055,79.80000305175781,40.07329177856445,0,
 39168,0.1884765625,-0.16015625,-0.987548828125,-1.3414634466171265,-0.8231707215309143,0.396341472864151,-68.8499984741211,49.20000076293945,76.94999694824219,39.977447509765625,0,
 39178,0.18310546875,-0.165283203125,-0.9873046875,-1.1890244483947754,-0.7317073345184326,0.18292683362960815,-68.8499984741211,49.20000076293945,76.94999694824219,40.264984130859375,0,
 39188,0.18896484375,-0.1630859375,-0.99462890625,-1.2804877758026123,-0.4878048896789551,0.3048780560493469,-70.19999694824219,47.849998474121094,79.6500015258789,39.977447509765625,0,
 39198,0.189453125,-0.16845703125,-0.98974609375,-1.402438998222351,-0.12195122241973877,0.18292683362960815,-70.19999694824219,47.849998474121094,78.75,40.16913604736328,0,
 39208,0.189697265625,-0.170166015625,-0.99072265625,-1.1585365533828735,0.0,0.18292683362960815,-70.19999694824219,47.400001525878906,80.25,40.21706008911133,0,
 39218,0.189453125,-0.166259765625,-0.99267578125,-1.432926893234253,0.3658536672592163,0.030487805604934692,-69.30000305175781,47.70000076293945,79.6500015258789,39.977447509765625,0,
 39228,0.193359375,-0.161865234375,-0.99365234375,-1.5548781156539917,0.3048780560493469,0.0,-70.94999694824219,47.849998474121094,80.25,40.07329177856445,0,
 39238,0.2001953125,-0.168212890625,-0.9912109375,-1.3109756708145142,-0.18292683362960815,0.15243902802467346,-70.6500015258789,46.20000076293945,77.55000305175781,40.3608283996582,0,
 39248,0.1884765625,-0.1669921875,-0.994140625,-1.8902438879013062,-0.4268292784690857,0.4573170840740204,-70.05000305175781,47.25,78.9000015258789,39.88159942626953,0,
 39258,0.195068359375,-0.168212890625,-0.9912109375,-2.3475611209869385,-0.3048780560493469,0.09146341681480408,-69.44999694824219,48.29999923706055,78.75,40.07329177856445,0,
 39268,0.191650390625,-0.163818359375,-0.99169921875,-1.7987805604934692,-0.3353658616542816,0.18292683362960815,-68.69999694824219,48.29999923706055,78.75,40.3608283996582,0,
 39278,0.19091796875,-0.164306640625,-0.996826171875,-1.8597561120986938,0.09146341681480408,0.09146341681480408,-68.8499984741211,48.900001525878906,78.1500015258789,40.21706008911133,0,
 39288,0.189453125,-0.15966796875,-0.98828125,-1.6463414430618286,0.030487805604934692,0.030487805604934692,-68.8499984741211,48.900001525878906,78.1500015258789,40.16913604736328,0,
 39298,0.18896484375,-0.16748046875,-0.9951171875,-2.0426828861236572,-0.18292683362960815,0.24390244483947754,-69.0,49.04999923706055,80.25,40.264984130859375,0,
 39328,0.19580078125,-0.16943359375,-0.990966796875,-1.7682926654815674,-0.09146341681480408,0.21341463923454285,-69.5999984741211,48.45000076293945,79.19999694824219,40.16913604736328,0,
 39338,0.204833984375,-0.1650390625,-0.988037109375,-2.103658676147461,-0.4878048896789551,0.5182926654815674,-68.25,46.20000076293945,75.75,40.16913604736328,0,
 39348,0.20361328125,-0.166748046875,-0.99072265625,-2.2560975551605225,-0.9756097793579102,0.5182926654815674,-68.25,46.20000076293945,75.75,40.16913604736328,0,
 39358,0.19287109375,-0.158203125,-0.996337890625,-2.3475611209869385,-1.1890244483947754,0.5487805008888245,-70.3499984741211,47.25,79.19999694824219,40.07329177856445,0,
 39368,0.194091796875,-0.16748046875,-0.997802734375,-2.3475611209869385,-0.792682945728302,0.3353658616542816,-71.0999984741211,48.45000076293945,79.19999694824219,40.16913604736328,0,
 39378,0.189453125,-0.167236328125,-0.98486328125,-2.195122003555298,-0.8841463327407837,0.396341472864151,-70.05000305175781,48.0,78.1500015258789,40.025367736816406,0,
 39388,0.187744140625,-0.16259765625,-0.98876953125,-1.9817073345184326,-0.6402438879013062,0.4268292784690857,-69.5999984741211,49.650001525878906,78.9000015258789,40.16913604736328,0,
 39398,0.19482421875,-0.16552734375,-0.994384765625,-2.317073106765747,-0.6097561120986938,0.4268292784690857,-68.55000305175781,48.0,79.6500015258789,40.21706008911133,0,
 39408,0.198486328125,-0.164794921875,-0.9921875,-2.1341464519500732,-0.3658536672592163,0.3048780560493469,-70.80000305175781,49.20000076293945,78.9000015258789,40.025367736816406,0,
